name,play_for_free,top_seller,deal,history,discount,price,rating,ends in,started,release,lowest_price
Hentai Packer,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.5,,,2022-05-01,2.02
BOOOOOOOOOOBS,no,no,Week Long Deal,not the lowest price,0.5,4.34,0.5,,,2022-08-01,3.47
House of Witches,no,no,,,0.5,3.24,0.5,,,2022-08-01,
Mermaid,no,no,Week Long Deal,,0.5,5.44,0.5,,,2022-10-01,
Lustful Assistant,no,no,,,0.5,10.24,0.5,,,2022-11-01,
Slide Puzzle: Cute Moe Girls,no,no,,new historical low,0.5,3.49,0.5,,,2023-03-01,3.49
Adult Puzzle - Hentai : Aori,no,no,Week Long Deal,,0.5,5.24,0.5,,,2023-04-01,
Hells Bend on Wounded Knee,no,no,,new historical low,0.5,16.49,0.5,,,2023-05-01,16.49
Sex Simulator - BDSM 2,no,no,,new historical low,0.5,6.89,0.5,,,2023-05-01,6.89
Nurtured human Plan: Meet a Date！,no,no,Week Long Deal,,0.45,7.15,0.5,,,2023-01-01,
Adventures of Ben: Rabbit Run,no,no,,not the lowest price,0.45,23.09,0.5,,,2023-05-01,14.69
Ladies Orders,no,no,,not the lowest price,0.4,10.19,0.5,,,2019-08-01,2.6
Get Out...,no,no,,not the lowest price,0.4,5.21,0.5,,,2020-03-01,1.73
Elementowers,no,no,Week Long Deal,not the lowest price,0.4,16.13,0.5,,,2021-09-01,13.44
Plan B - Goddess's cards,no,no,Week Long Deal,not the lowest price,0.4,2.69,0.5,,,2022-09-01,2.24
Sky Puzzle,no,no,Week Long Deal,not the lowest price,0.4,2.69,0.5,,,2022-10-01,2.24
Line Honey,no,no,Week Long Deal,not the lowest price,0.4,2.51,0.5,,,2023-02-01,2.09
Elite Status: Platinum Concierge,no,no,Introductory Offer,new historical low,0.4,15.89,0.5,,,2023-07-01,15.89
After Dark,no,no,Week Long Deal,not the lowest price,0.35,30.54,0.5,,,2023-05-01,28.19
Sex Story - Ruby and Hunter - Episode 1,no,no,,new historical low,0.35,4.54,0.5,,,2023-06-01,4.54
Millennial Simulator,no,no,,,0.34,6.92,0.5,,,2023-05-01,
Meower's Quest: Jasper's Tale,no,no,Week Long Deal,not the lowest price,0.33,2.33,0.5,,,2018-06-01,1.14
Easy English™ Platinum,no,no,Week Long Deal,not the lowest price,0.3,51.09,0.5,,,2017-01-01,43.79
Short Stories,no,no,,not the lowest price,0.3,7.34,0.5,,,2021-04-01,2.24
Family,no,no,Week Long Deal,not the lowest price,0.3,8.67,0.5,,,2021-03-01,1.23
Jim's Adventure,no,no,,not the lowest price,0.3,1.44,0.5,,,2022-05-01,1.03
SPY SWATTER 2,no,no,Week Long Deal,,0.3,1.6,0.5,,,2022-10-01,
Dungeon Furry,no,no,Week Long Deal,,0.3,7.34,0.5,,,2023-03-01,
EQUAL PEOPLE,no,no,Week Long Deal,,0.3,2.44,0.5,,,2023-01-01,
A Good Place To Die,no,no,,,0.3,2.44,0.5,,,2023-04-01,
Hot Rider,no,no,Week Long Deal,new historical low,0.3,4.89,0.5,,,2023-06-01,4.89
Modern Fantasy - Urban Legends,no,no,,,0.25,10.34,0.5,,,2023-06-01,
One Tank Army,no,no,,new historical low,0.25,12.74,0.5,,,2023-01-01,12.74
DERE. Some Answers Before I...,no,no,Introductory Offer,new historical low,0.25,5.24,0.5,,,2023-07-01,5.24
Stale Nation,no,no,Week Long Deal,new historical low,0.2,13.59,0.5,,,2023-06-01,13.59
Teleport VR,no,no,,,0.2,16.39,0.5,,,2023-03-01,
One Life - Parkour Project,no,no,Introductory Offer,new historical low,0.1,29.69,0.5,,,2023-07-01,29.69
Numen: Contest of Heroes,no,no,,not the lowest price,0.7,4.49,0.4978,,,2010-06-01,1.49
Trivia Vault: Video Game Trivia Deluxe,no,no,Week Long Deal,not the lowest price,0.9,5.99,0.49579999999999996,,,2017-10-01,1.14
Street Outlaws: The List,no,no,,,0.9,3.79,0.49450000000000005,,,2019-11-01,
Heat,no,no,Week Long Deal,not the lowest price,0.75,9.49,0.49369999999999997,,,2020-06-01,7.59
Hentai Roguelike,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.4926,,,2020-05-01,0.68
Car Tuning Simulator,no,no,,,0.7,0.68,0.49200000000000005,,,2021-10-01,
Moonstone Tavern - A Fantasy Tavern Sim!,no,no,Week Long Deal,not the lowest price,0.6,6.39,0.4915,,,2016-05-01,2.39
STAR-BOX: RPG Adventures in Space,no,no,Week Long Deal,not the lowest price,0.6,4.19,0.49119999999999997,,,2015-08-01,2.09
Aquarelle,no,no,,,0.9,10.99,0.491,,,2021-01-01,
EA SPORTS™ PGA TOUR™,no,no,,,0.5,149.5,0.49090000000000006,,,2023-04-01,
Trivia Vault: Mixed Trivia,no,no,Week Long Deal,not the lowest price,0.9,5.99,0.49079999999999996,,,2017-08-01,1.14
Akane the Kunoichi,no,no,Week Long Deal,not the lowest price,0.75,1.62,0.4907,,,2014-05-01,1.25
Trivia Vault: Music Trivia,no,no,Week Long Deal,not the lowest price,0.9,3.99,0.48960000000000004,,,2018-06-01,1.14
Narborion Saga,no,no,,,0.87,0.84,0.48960000000000004,,,2017-03-01,
Don't Chat With Strangers,no,no,Week Long Deal,not the lowest price,0.9,1.69,0.4894,,,2017-01-01,1.14
DARK SPHERE,no,no,,not the lowest price,0.6,13.68,0.489,,,2021-06-01,8.27
STRIPPER ANYA™ DEMON SLAYER,no,no,Week Long Deal,not the lowest price,0.5,5.34,0.489,,,2017-08-01,2.13
Hidden Post-Apocalyptic Top-Down 3D,no,no,,not the lowest price,0.9,26.99,0.48829999999999996,,,2022-03-01,2.06
Neon Universe,no,no,Week Long Deal,not the lowest price,0.88,1.65,0.4875,,,2018-07-01,0.86
Season Match 4,no,no,,not the lowest price,0.4,6.53,0.4875,,,2020-02-01,2.17
Clash of Castle,no,no,,,0.71,0.66,0.4874,,,2018-02-01,
Hidden Islands,no,no,,not the lowest price,0.97,221.95,0.4866,,,2023-03-01,2.06
WestLand Adventure,no,no,Week Long Deal,,0.87,0.84,0.4866,,,2020-07-01,
Crime Scene,no,no,,,0.8,14.79,0.4866,,,2023-01-01,
Trivia Vault: Fashion Trivia,no,no,Week Long Deal,not the lowest price,0.9,3.99,0.4858,,,2018-05-01,1.14
Toy War - Cannon,no,no,,not the lowest price,0.9,26.99,0.48560000000000003,,,2023-04-01,2.06
Dice Tourney,no,no,,,0.8,1.73,0.48560000000000003,,,2021-08-01,
Seven Nations,no,no,,,0.71,0.66,0.48560000000000003,,,2019-07-01,
Krakatoa,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.48450000000000004,,,2020-11-01,0.66
Sniper Hunter Adventure 3D,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4844,,,2017-10-01,0.89
The Mystery of Devils House,no,no,,not the lowest price,0.75,4.24,0.4844,,,2018-05-01,1.25
JDM Tuner Racing,no,no,Week Long Deal,,0.71,0.66,0.48310000000000003,,,2016-06-01,
Bargain Hunter,no,no,Week Long Deal,,0.75,6.72,0.4829,,,2018-11-01,
Retro Clicker,no,no,Week Long Deal,,0.71,0.66,0.4829,,,2021-04-01,
Ancient Rush 2,no,no,Week Long Deal,not the lowest price,0.3,7.62,0.4829,,,2018-05-01,1.62
SoulCraft,no,no,,,0.9,1.04,0.4827,,,2015-06-01,
Ghost Encounters: Deadwood - Collector's Edition,no,no,,not the lowest price,0.43,8.25,0.48210000000000003,,,2015-03-01,0.54
Bitcoin Farm,no,no,,,0.71,0.66,0.48200000000000004,,,2018-01-01,
Sword and Fairy Inn 2,no,no,,not the lowest price,0.4,35.99,0.4817,,,2022-07-01,29.99
Lost Horizon 2,no,no,,not the lowest price,0.8,5.59,0.4813,,,2015-10-01,4.19
The Hero,no,no,Week Long Deal,,0.9,1.08,0.48109999999999997,,,2019-09-01,
Golf 2D,no,no,,,0.81,0.85,0.4803,,,2017-10-01,
Brick Breaker Ultimate,no,no,,,0.69,0.67,0.4802,,,2017-10-01,
Fantasy Kingdom Simulator,no,no,Week Long Deal,,0.71,0.66,0.4797,,,2016-06-01,
Courage and Honor,no,no,,not the lowest price,0.3,1.6,0.4797,,,2020-02-01,1.14
Fix Me Up - Hospital Edition,no,no,,,0.72,0.97,0.4789,,,2022-05-01,
70 Seconds! Adventure,no,no,,,0.7,0.68,0.4789,,,2019-08-01,
Beauty Shooter,no,no,Week Long Deal,,0.3,3.14,0.4789,,,2020-07-01,
Playground VR,no,no,Week Long Deal,not the lowest price,0.3,14.48,0.4789,,,2021-02-01,10.34
Paranormal Motel,no,no,Week Long Deal,not the lowest price,0.5,2.49,0.47850000000000004,,,2022-03-01,1.49
Real Drift,no,no,,,0.81,0.85,0.4783,,,2018-08-01,
Meridian: New World,no,no,,,0.9,1.39,0.4775,,,2014-04-01,
Hidden Build Top-Down 3D,no,no,,not the lowest price,0.99,78.58,0.4772,,,2022-03-01,2.06
Skully Pinball,no,no,,,0.71,0.66,0.4772,,,2019-04-01,
问道仙途2,no,no,Week Long Deal,not the lowest price,0.5,3.24,0.4772,,,2021-11-01,1.29
Agony,no,no,Week Long Deal,,0.85,4.34,0.4769,,,2018-05-01,
Monster Phenomenon,no,no,Week Long Deal,,0.9,1.23,0.47609999999999997,,,2022-02-01,
CANDY EATERS TOURNAMENT,no,no,Week Long Deal,,0.9,1.08,0.47609999999999997,,,2022-05-01,
Factory of Sweets,no,no,Week Long Deal,,0.81,0.85,0.47609999999999997,,,2020-07-01,
Aggressive Robot Vacuum,no,no,Week Long Deal,not the lowest price,0.8,1.2,0.47609999999999997,,,2020-12-01,1.14
Hentai Demon,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.4758,,,2020-04-01,0.68
Trivia Vault: Toy Trivia,no,no,Week Long Deal,not the lowest price,0.9,3.99,0.47450000000000003,,,2018-05-01,1.14
Er-Spectro,no,no,Week Long Deal,,0.72,0.97,0.47409999999999997,,,2017-12-01,
Claris the Princess Knight ~ Extra Story,no,no,,new historical low,0.32,7.13,0.47409999999999997,,,2023-01-01,7.13
Solar Shifter EX,no,no,,,0.9,1.04,0.474,,,2015-09-01,
Assassin's Creed Revelations - The Ancestors Character Pack,no,no,,not the lowest price,0.7,3.59,0.4731,,,2011-12-01,1.99
Cortex,no,no,,,0.71,0.66,0.473,,,2018-11-01,
Super Street: The Game,no,no,Week Long Deal,not the lowest price,0.35,30.86,0.4727,,,2018-09-01,9.49
Golden Dungeons,no,no,,,0.71,0.66,0.47240000000000004,,,2018-03-01,
Hoverboard Chase,no,no,Week Long Deal,,0.71,0.66,0.4722,,,2021-07-01,
Island of Girls Dreams,no,no,,not the lowest price,0.7,1.34,0.4722,,,2021-08-01,1.12
The Arena Guy,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.4722,,,2020-12-01,0.68
Schoolmates: The Mystery of the Magical Bracelet,no,no,,,0.5,5.0,0.4722,,,2020-12-01,
Ninja Express,no,no,Week Long Deal,,0.5,1.14,0.4722,,,2021-09-01,
Carrier Commander,no,no,Week Long Deal,,0.5,15.49,0.4722,,,2022-08-01,
Cowgirl Adventures,no,no,Week Long Deal,,0.5,1.41,0.4722,,,2022-07-01,
Aim Master H,no,no,Week Long Deal,not the lowest price,0.25,4.86,0.4722,,,2020-06-01,3.89
Lost in Space,no,no,,,0.8,1.73,0.4717,,,2021-09-01,
Atelier Agnes,no,no,,not the lowest price,0.6,28.04,0.4717,,,2021-12-01,11.59
Infected City,no,no,,,0.5,1.14,0.47,,,2021-06-01,
Road Trip,no,no,,,0.8,4.55,0.46869999999999995,,,2022-05-01,
Wizard Girl Anzu,no,no,,,0.6,13.68,0.46869999999999995,,,2022-02-01,
Robber Sam,no,no,,,0.8,9.49,0.4677,,,2022-06-01,
WILD HEARTS™,no,no,,,0.4,179.4,0.467,,,2023-02-01,
Yet Another Survival Game,no,no,,,0.71,0.66,0.4669,,,2019-02-01,
Anime puzzle,no,no,,not the lowest price,0.89,2.27,0.4668,,,2021-06-01,1.37
Water Pipeline,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4668,,,2017-09-01,0.85
Hentai Girls Sliding Puzzle,no,no,,not the lowest price,0.8,2.09,0.4668,,,2021-09-01,1.1
Memory Puzzle - Mystery Mermaids,no,no,,not the lowest price,0.8,2.09,0.4668,,,2021-12-01,1.1
Memory Puzzle - Sexy Fairies,no,no,,not the lowest price,0.8,2.09,0.4668,,,2021-12-01,1.1
Gold Miner,no,no,Week Long Deal,,0.75,4.14,0.4668,,,2021-10-01,
Memory Novel - The Threesome,no,no,,not the lowest price,0.75,1.74,0.4668,,,2022-02-01,1.12
Mythic Pearls: The Legend of Tirnanog,no,no,,not the lowest price,0.7,2.4,0.4668,,,2019-08-01,1.6
Agent 01,no,no,,,0.7,1.94,0.4668,,,2022-05-01,
Runes of Avalon 2,no,no,,not the lowest price,0.5,6.19,0.4668,,,2021-08-01,5.57
Furry Sweeper,no,no,Week Long Deal,not the lowest price,0.5,5.24,0.4668,,,2023-02-01,4.72
ROBALL,no,no,,not the lowest price,0.3,1.6,0.4668,,,2020-11-01,1.14
Dragon Slayer,no,no,,not the lowest price,0.25,24.74,0.4668,,,2019-09-01,3.26
Who is There?,no,no,,,0.2,13.27,0.4668,,,2022-10-01,
Heroines,no,no,,not the lowest price,0.15,28.04,0.4668,,,2021-07-01,9.41
Rorys Restaurant Deluxe,no,no,,not the lowest price,0.15,10.53,0.4668,,,2021-10-01,7.43
Nether Nightmare,no,no,,not the lowest price,0.7,2.6,0.46549999999999997,,,2021-04-01,1.73
Everreach: Project Eden,no,no,,,0.9,4.74,0.4653,,,2019-12-01,
Bug Killers,no,no,Week Long Deal,not the lowest price,0.7,2.09,0.4648,,,2017-08-01,1.14
Unit 4,no,no,,not the lowest price,0.38,29.58,0.4645,,,2017-05-01,2.79
"I will obey you, Mistress",no,no,,,0.5,10.24,0.46409999999999996,,,2023-04-01,
Ducati World Championship,no,no,,not the lowest price,0.8,2.09,0.46270000000000006,,,2007-09-01,0.84
NARK THE DRAGON,no,no,,,0.81,0.85,0.4625,,,2018-01-01,
Undercover Missions: Operation Kursk K-141,no,no,,,0.9,1.99,0.462,,,2015-12-01,
Bitcoin Trader,no,no,,,0.81,0.85,0.4617,,,2018-05-01,
Dungeons and Robots,no,no,,not the lowest price,0.55,17.55,0.4617,,,2016-02-01,1.85
Frigato: Shadows of the Caribbean,no,no,,,0.53,29.94,0.46130000000000004,,,2023-05-01,
Fantasy Maid,no,no,Week Long Deal,,0.72,0.97,0.46049999999999996,,,2019-07-01,
MAGIC POT&TER BATTLEGROUNDS,no,no,,not the lowest price,0.98,16.19,0.46020000000000005,,,2021-05-01,2.06
Space,no,no,,,0.5,6.19,0.46020000000000005,,,2022-08-01,
Vilset,no,no,Week Long Deal,not the lowest price,0.3,21.69,0.4592,,,2021-08-01,15.49
Late at night,no,no,,not the lowest price,0.25,1.71,0.4587,,,2018-09-01,1.14
Mushroom Challenge,no,no,,not the lowest price,0.9,26.99,0.45840000000000003,,,2020-07-01,2.06
Cyber Pool,no,no,,,0.9,1.08,0.4583,,,2022-04-01,
Arc Wizards,no,no,,not the lowest price,0.85,3.97,0.4583,,,2020-09-01,1.14
Cubicus,no,no,,,0.8,0.89,0.4583,,,2021-09-01,
Jelly,no,no,Week Long Deal,,0.75,4.14,0.4583,,,2021-08-01,
The Butcher,no,no,,not the lowest price,0.75,3.09,0.4583,,,2022-06-01,2.47
Spaceman,no,no,,not the lowest price,0.72,0.97,0.4583,,,2019-12-01,0.85
In Your Nightmares!,no,no,,not the lowest price,0.72,0.97,0.4583,,,2022-09-01,0.73
Fuyu no Tsuma,no,no,,not the lowest price,0.7,1.34,0.4583,,,2021-10-01,1.12
Nekomimi Nikki,no,no,,not the lowest price,0.7,1.34,0.4583,,,2021-11-01,1.12
Bright Garden,no,no,,,0.7,0.68,0.4583,,,2022-08-01,
Sunny Memories,no,no,,,0.7,2.09,0.4583,,,2022-11-01,
Furry Glory,no,no,,,0.7,2.09,0.4583,,,2022-12-01,
Express Simulator,no,no,,,0.68,0.66,0.4583,,,2021-06-01,
The President,no,no,,new historical low,0.67,2.14,0.4583,,,2022-05-01,2.14
逮到你了!,no,no,Week Long Deal,,0.6,2.51,0.4583,,,2017-08-01,
Fearless Rider,no,no,Week Long Deal,not the lowest price,0.54,7.81,0.4583,,,2022-05-01,2.48
HENTAI Sliding Puzzle,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.4583,,,2019-08-01,1.14
Zombie City,no,no,,,0.5,1.14,0.4583,,,2022-03-01,
Christmas Land: Opposite Worlds,no,no,Week Long Deal,not the lowest price,0.5,3.49,0.4583,,,2023-01-01,2.79
VR Emergency Response Sim,no,no,Week Long Deal,not the lowest price,0.4,8.69,0.4583,,,2019-06-01,5.17
Defenders of Tetsoidea,no,no,Week Long Deal,not the lowest price,0.33,3.77,0.4583,,,2017-10-01,1.14
Street Massacre,no,no,,new historical low,0.31,3.09,0.4583,,,2020-11-01,3.09
Kira's Contract,no,no,,not the lowest price,0.25,19.86,0.4583,,,2019-10-01,3.26
Monsters of Seabrook,no,no,Week Long Deal,,0.25,24.74,0.4583,,,2023-02-01,
MythBusters: The Game - Crazy Experiments Simulator,no,no,,new historical low,0.64,18.78,0.45799999999999996,,,2022-09-01,18.78
Duel Girl,no,no,,not the lowest price,0.6,1.79,0.457,,,2019-08-01,1.34
Hidden World Top-Down 3D,no,no,,not the lowest price,0.9,26.99,0.4567,,,2022-03-01,2.06
Idle Hero,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.4567,,,2022-08-01,1.34
Truck Truck,no,no,,not the lowest price,0.9,26.99,0.45520000000000005,,,2020-09-01,2.06
Zball II,no,no,Week Long Deal,,0.81,0.85,0.45520000000000005,,,2020-09-01,
Puzzle for Kids,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.45520000000000005,,,2018-02-01,0.89
Hentai In The Forest,no,no,,,0.7,0.68,0.45520000000000005,,,2021-08-01,
LOVE! TRUTH! PUZZLE!,no,no,,not the lowest price,0.7,1.34,0.45520000000000005,,,2021-09-01,1.12
black idea | فكرة سوداء,no,no,,not the lowest price,0.6,6.79,0.45520000000000005,,,2022-12-01,2.79
最后一搏 The last fight,no,no,Week Long Deal,not the lowest price,0.5,6.89,0.45520000000000005,,,2021-09-01,0.91
New Tales from the Borderlands,no,no,,not the lowest price,0.5,124.75,0.4551,,,2022-10-01,99.75
Animal Simulator,no,no,Week Long Deal,not the lowest price,0.7,14.09,0.455,,,2022-08-01,11.39
"Run, my little pixel",no,no,,,0.81,0.85,0.4545,,,2017-10-01,
Flying Aces - Navy Pilot Simulator,no,no,,not the lowest price,0.6,15.19,0.4535,,,2019-09-01,3.79
Orbital Racer,no,no,,,0.9,2.89,0.4531,,,2017-12-01,
Magic Time,no,no,,,0.89,2.27,0.4531,,,2021-09-01,
Homeless Simulator 2,no,no,,not the lowest price,0.5,1.74,0.45289999999999997,,,2019-05-01,1.14
✌ Johnny Rocket,no,no,,not the lowest price,0.99,12.42,0.4523,,,2018-11-01,2.06
GOLD IS MINE,no,no,,not the lowest price,0.89,59.4,0.45159999999999995,,,2021-03-01,2.06
Get Over Here,no,no,,not the lowest price,0.8,3.99,0.45039999999999997,,,2015-08-01,1.99
Murder In Tehran's Alleys 1933,no,no,,not the lowest price,0.82,10.99,0.4487,,,2017-06-01,1.99
Power Washer Hero,no,no,Week Long Deal,,0.5,5.24,0.4487,,,2021-04-01,
Idle Galaxy,no,no,Week Long Deal,not the lowest price,0.5,3.24,0.4487,,,2022-06-01,1.94
Invincible Medusa,no,no,Week Long Deal,,0.9,1.69,0.4486,,,2023-01-01,
The Googol Clicker,no,no,Week Long Deal,not the lowest price,0.5,5.24,0.4486,,,2022-12-01,3.14
Cold Breath,no,no,,not the lowest price,0.4,3.89,0.4486,,,2021-02-01,1.29
Bicycle Challenge - Wastelands,no,no,,not the lowest price,0.89,59.4,0.4483,,,2022-07-01,2.06
FreeFly Burning,no,no,Week Long Deal,,0.71,0.66,0.44780000000000003,,,2017-08-01,
OVERPASS™,no,no,Week Long Deal,,0.75,34.99,0.4464,,,2021-03-01,
Arson and Plunder: Unleashed,no,no,,,0.9,1.08,0.4461,,,2015-09-01,
Hollywood Hero,no,no,Week Long Deal,,0.87,0.84,0.4448,,,2020-12-01,
Finding summer,no,no,Week Long Deal,,0.71,0.66,0.4445,,,2018-12-01,
I Can't Believe It's Not Gambling 2(K),no,no,Week Long Deal,not the lowest price,0.65,2.44,0.4443,,,2019-12-01,1.57
Cyber Utopia,no,no,Week Long Deal,,0.71,0.66,0.444,,,2017-06-01,
Gopnik Simulator,no,no,,,0.81,0.85,0.4434,,,2018-05-01,
Devil In The Capital,no,no,,not the lowest price,0.8,3.99,0.4434,,,2017-07-01,1.99
FortOfTheNight,no,no,Week Long Deal,not the lowest price,0.75,1.62,0.4434,,,2018-07-01,1.42
Strings,no,no,,,0.9,2.06,0.44310000000000005,,,2020-01-01,
The Edge Of The World Z (Will Shock You) حافه العالم زيد,no,no,,,0.9,1.23,0.44310000000000005,,,2022-08-01,
Scholar,no,no,,not the lowest price,0.85,2.17,0.44310000000000005,,,2022-05-01,1.44
Way Down,no,no,,new historical low,0.85,4.34,0.44310000000000005,,,2022-02-01,4.34
Saving Sunrise,no,no,Week Long Deal,,0.81,0.85,0.44310000000000005,,,2021-12-01,
Jewel of WonderLand,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.44310000000000005,,,2017-10-01,1.09
Underground Miner,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.44310000000000005,,,2020-02-01,0.89
Hentai Babe Buffy,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.44310000000000005,,,2020-08-01,1.12
Power Ball 2021,no,no,,not the lowest price,0.8,2.89,0.44310000000000005,,,2021-01-01,1.44
Navy Strike,no,no,,,0.8,2.17,0.44310000000000005,,,2021-10-01,
Spirits of Metropolis: Legacy Edition,no,no,,not the lowest price,0.75,2.17,0.44310000000000005,,,2009-03-01,1.73
Midsummer Madness,no,no,,not the lowest price,0.7,1.34,0.44310000000000005,,,2021-07-01,1.12
Izanami,no,no,,not the lowest price,0.7,1.34,0.44310000000000005,,,2021-10-01,1.12
Sokonashi No Me,no,no,,not the lowest price,0.7,1.34,0.44310000000000005,,,2022-02-01,1.12
Wet Dreams,no,no,,not the lowest price,0.7,1.34,0.44310000000000005,,,2022-04-01,1.12
Gigachad Survivals,no,no,,new historical low,0.69,3.25,0.44310000000000005,,,2023-06-01,3.25
"Shotgun, Dungeons, Laser Traps",no,no,Week Long Deal,not the lowest price,0.6,1.39,0.44310000000000005,,,2020-11-01,1.03
Heltons Haunted Hotel,no,no,,not the lowest price,0.6,5.51,0.44310000000000005,,,2021-05-01,1.25
The Patagonians,no,no,Week Long Deal,,0.5,4.34,0.44310000000000005,,,2022-08-01,
Skeletons,no,no,,,0.5,23.49,0.44310000000000005,,,2022-09-01,
Reddish,no,no,Week Long Deal,,0.5,23.49,0.44310000000000005,,,2023-01-01,
Sounds of Nature,no,no,Week Long Deal,new historical low,0.5,13.24,0.44310000000000005,,,2023-06-01,13.24
Enemy Gates Stealth War,no,no,,,0.4,2.69,0.44310000000000005,,,2020-03-01,
Spring Puzzle,no,no,Week Long Deal,not the lowest price,0.4,2.69,0.44310000000000005,,,2022-12-01,2.24
Professor Teaches Word 2016,no,no,Week Long Deal,not the lowest price,0.3,19.59,0.44310000000000005,,,2015-09-01,16.79
Crescendo,no,no,Week Long Deal,not the lowest price,0.3,97.99,0.44310000000000005,,,2019-06-01,83.99
Construction Playground,no,no,Week Long Deal,,0.3,14.48,0.44310000000000005,,,2020-12-01,
Flock of the Low God VR,no,no,Introductory Offer,new historical low,0.25,24.74,0.44310000000000005,,,2023-07-01,24.74
Guardians of Greenheart,no,no,,not the lowest price,0.2,26.39,0.44310000000000005,,,2021-10-01,11.59
Girl Amazon Survival,no,no,,not the lowest price,0.75,2.62,0.4429,,,2016-08-01,0.77
Red points,no,no,Week Long Deal,not the lowest price,0.9,4.74,0.44229999999999997,,,2018-11-01,1.08
Hidden Mysteries: Civil War,no,no,,not the lowest price,0.8,2.09,0.442,,,2015-08-01,1.57
Greed: Black Border,no,no,,,0.9,1.04,0.4413,,,2010-01-01,
Fast Typing Master,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.44,,,2020-10-01,1.14
Space Ship DRIFT,no,no,,not the lowest price,0.98,10.8,0.4395,,,2021-04-01,2.06
Live To Win,no,no,Week Long Deal,,0.81,0.85,0.4395,,,2020-02-01,
Klondike Solitaire Kings,no,no,Week Long Deal,not the lowest price,0.8,3.39,0.4395,,,2017-08-01,1.15
Fastlane Bowling,no,no,,not the lowest price,0.75,1.62,0.4395,,,2021-09-01,1.29
Try to Catch Up,no,no,Week Long Deal,,0.75,4.14,0.4395,,,2021-09-01,
Fairy Sister,no,no,,not the lowest price,0.7,1.34,0.4395,,,2021-07-01,1.12
Watashi no Kokoro! 君の事が好きです。,no,no,,not the lowest price,0.7,1.34,0.4395,,,2021-08-01,1.12
NAGARE-BOSHI,no,no,,not the lowest price,0.7,1.34,0.4395,,,2021-09-01,1.12
X-Racing,no,no,Week Long Deal,,0.7,6.14,0.4395,,,2023-02-01,
Unexpected Journey 奇幻之旅,no,no,Week Long Deal,,0.6,1.79,0.4395,,,2018-07-01,
DIKDIK Video Kit 2023,no,no,,not the lowest price,0.1,34.19,0.4395,,,2022-01-01,18.99
KryptCrawler,no,no,,,0.9,1.65,0.439,,,2018-06-01,
Solar System,no,no,,,0.71,0.66,0.4386,,,2017-11-01,
Swamp Jump,no,no,Week Long Deal,,0.81,0.85,0.4375,,,2018-08-01,
Deadly Threat,no,no,,not the lowest price,0.8,7.15,0.4371,,,2021-05-01,1.73
Puzzles with cats,no,no,,not the lowest price,0.89,2.27,0.4368,,,2021-07-01,1.37
NightmareZ,no,no,,,0.8,1.67,0.4364,,,2016-09-01,
Small Sister,no,no,,,0.72,0.97,0.43479999999999996,,,2018-08-01,
W4RR-i/o-RS,no,no,,not the lowest price,0.67,7.18,0.434,,,2017-11-01,1.08
Knights Hunt,no,no,Week Long Deal,,0.72,0.97,0.4336,,,2018-03-01,
Bigger Trucks,no,no,,,0.7,0.68,0.43310000000000004,,,2021-10-01,
VELONE,no,no,,not the lowest price,0.6,15.99,0.43170000000000003,,,2022-04-01,9.19
Rose Action,no,no,Week Long Deal,,0.5,5.44,0.43170000000000003,,,2022-04-01,
Creature Hunt,no,no,,not the lowest price,0.9,4.69,0.42969999999999997,,,2019-04-01,2.89
Rorys Restaurant: Winter Rush,no,no,,not the lowest price,0.2,8.71,0.42829999999999996,,,2021-11-01,6.53
TITAN HUNTER,no,no,,,0.7,1.34,0.4282,,,2018-10-01,
Global Soccer: A Management Game 2018,no,no,Week Long Deal,not the lowest price,0.5,9.29,0.4282,,,2018-04-01,2.04
Simple Multipliers,no,no,Week Long Deal,not the lowest price,0.5,5.24,0.4282,,,2023-04-01,3.14
Tanks Boom Boom,no,no,,not the lowest price,0.9,12.19,0.4274,,,2022-08-01,1.12
Aya's Journey,no,no,Week Long Deal,not the lowest price,0.8,2.09,0.4269,,,2017-09-01,1.13
Insert Paper,no,no,Week Long Deal,,0.87,0.84,0.4264,,,2017-10-01,
Escape The Museum,no,no,,,0.9,1.04,0.4263,,,2008-03-01,
Balls! Balls!,no,no,,,0.89,2.27,0.4261,,,2021-08-01,
Robo Go,no,no,,,0.89,2.27,0.4261,,,2021-08-01,
Samurai Crawler,no,no,Week Long Deal,,0.87,0.84,0.4261,,,2021-10-01,
Greed Is Bad,no,no,Week Long Deal,,0.81,0.85,0.4261,,,2021-10-01,
Anmynor Puzzles,no,no,,not the lowest price,0.8,3.99,0.4261,,,2014-03-01,1.99
